Algorithm,Score,Extra Training Data,Paper Title,Date,Game
MP-EB,142,False,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models,2015,montezumarevenge
Bootstrapped DQN,100,False,Deep Exploration via Bootstrapped DQN,2016,montezumarevenge
Gorila,84,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,montezumarevenge
DreamerV2,81,False,Mastering Atari with Discrete World Models,2020,montezumarevenge
TRPO-hash,75,False,#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,2016,montezumarevenge
A3C FF hs,67,False,Asynchronous Methods for Deep Reinforcement Learning,2016,montezumarevenge
NoisyNet-Dueling,57,False,Noisy Networks for Exploration,2017,montezumarevenge
A3C FF (1 day) hs,53,False,Asynchronous Methods for Deep Reinforcement Learning,2016,montezumarevenge
Prior hs,51,False,Prioritized Experience Replay,2015,montezumarevenge
DQN hs,47,False,Deep Reinforcement Learning with Double Q-learning,2015,montezumarevenge
DDQN (tuned) hs,42,False,Deep Reinforcement Learning with Double Q-learning,2015,montezumarevenge
A3C LSTM hs,41,False,Asynchronous Methods for Deep Reinforcement Learning,2016,montezumarevenge
Prior+Duel hs,24,False,Deep Reinforcement Learning with Double Q-learning,2015,montezumarevenge
Duel hs,22,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,montezumarevenge
Best Learner,10.7,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,montezumarevenge
Persistent AL,1.72,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,montezumarevenge
Advantage Learning,0.42,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,montezumarevenge
IQN,0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,montezumarevenge
MuZero,0.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,montezumarevenge
IMPALA (deep),0.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,montezumarevenge
CGP,0,False,Evolving simple programs for playing Atari games,2018,montezumarevenge
POP3D,0,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,montezumarevenge
QR-DQN-1,0,False,Distributional Reinforcement Learning with Quantile Regression,2017,montezumarevenge
Go-Explore,95756,False,"First return, then explore",2020,privateeye
Agent57,79716.46,False,Agent57: Outperforming the Atari Human Benchmark,2020,privateeye
MuZero,15299.98,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,privateeye
GDI-I3,15100,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,privateeye
GDI-H3(200M frames),15100,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,privateeye
C51 noop,15095.0,False,A Distributional Perspective on Reinforcement Learning,2017,privateeye
CGP,12702.2,False,Evolving simple programs for playing Atari games,2018,privateeye
RND,8666,False,Exploration by Random Network Distillation,2018,privateeye
DQN-PixelCNN,8358.7,False,Count-Based Exploration with Neural Density Models,2017,privateeye
R2D2,5322.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,privateeye
Advantage Learning,5276.16,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,privateeye
Intrinsic Reward Agent,3036.5,False,Large-Scale Study of Curiosity-Driven Learning,2018,privateeye
Gorila,2598.6,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,privateeye
DreamerV2,2198,False,Mastering Atari with Discrete World Models,2020,privateeye
Best Baseline,1947.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,privateeye
Bootstrapped DQN,1812.5,False,Deep Exploration via Bootstrapped DQN,2016,privateeye
Nature DQN,1788.0,False,,,privateeye
Prior+Duel hs,1277.6,False,Deep Reinforcement Learning with Double Q-learning,2015,privateeye
Best Learner,684.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,privateeye
Prior hs,670.7,False,Prioritized Experience Replay,2015,privateeye
A2C + SIL,661.2,False,Self-Imitation Learning,2018,privateeye
A3C LSTM hs,421.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,privateeye
QR-DQN-1,350,False,Distributional Reinforcement Learning with Quantile Regression,2017,privateeye
Duel hs,292.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,privateeye
DDQN+Pop-Art noop,286.7,False,Learning values across many orders of magnitude,2016,privateeye
NoisyNet-Dueling,279,False,Noisy Networks for Exploration,2017,privateeye
DQN hs,207.9,False,Deep Reinforcement Learning with Double Q-learning,2015,privateeye
A3C FF hs,206.9,False,Asynchronous Methods for Deep Reinforcement Learning,2016,privateeye
Prior+Duel noop,206.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,privateeye
DQN-CTS,206.0,False,Count-Based Exploration with Neural Density Models,2017,privateeye
Prior noop,200.0,False,Prioritized Experience Replay,2015,privateeye
IQN,200,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,privateeye
A3C FF (1 day) hs,194.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,privateeye
DQN noop,146.7,False,Deep Reinforcement Learning with Double Q-learning,2015,privateeye
DDQN (tuned) noop,129.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,privateeye
CURL,105.2,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,privateeye
Duel noop,103.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,privateeye
ES FF (1 hour) noop,100.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,privateeye
MuZero (Res2 Adam),100,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,privateeye
A3C-CTS,99.32,False,Unifying Count-Based Exploration and Intrinsic Motivation,2016,privateeye
DQNMMCe+SR,99.1,False,Count-Based Exploration with the Successor Representation,2018,privateeye
IMPALA (deep),98.50,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,privateeye
SARSA,86.0,False,,,privateeye
POP3D,79.67,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,privateeye
Ape-X,49.8,False,Distributed Prioritized Experience Replay,2018,privateeye
DDQN (tuned) hs,-575.5,False,Deep Reinforcement Learning with Double Q-learning,2015,privateeye
MuZero,157177.85,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,namethisgame
MuZero (Res2 Adam),101197.71,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,namethisgame
R2D2,58182.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,namethisgame
Agent57,54386.77,False,Agent57: Outperforming the Atari Human Benchmark,2020,namethisgame
GDI-H3(200M frames),36296,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,namethisgame
GDI-I3,34434,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,namethisgame
Ape-X,25783.3,False,Distributed Prioritized Experience Replay,2018,namethisgame
IQN,22682,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,namethisgame
QR-DQN-1,21890,False,Distributional Reinforcement Learning with Quantile Regression,2017,namethisgame
IMPALA (deep),21537.20,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,namethisgame
DDQN+Pop-Art noop,15851.2,False,Learning values across many orders of magnitude,2016,namethisgame
Prior+Duel noop,15572.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,namethisgame
UCT,15410,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,namethisgame
A2C + SIL,14958.2,False,Self-Imitation Learning,2018,namethisgame
DreamerV2,14649,False,Mastering Atari with Discrete World Models,2020,namethisgame
Prior+Duel hs,13637.9,False,Deep Reinforcement Learning with Double Q-learning,2015,namethisgame
C51 noop,12542.0,False,A Distributional Perspective on Reinforcement Learning,2017,namethisgame
Prior noop,12270.5,False,Prioritized Experience Replay,2015,namethisgame
NoisyNet-Dueling,12211,False,Noisy Networks for Exploration,2017,namethisgame
A3C LSTM hs,12093.7,False,Asynchronous Methods for Deep Reinforcement Learning,2016,namethisgame
Duel noop,11971.1,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,namethisgame
Bootstrapped DQN,11501.1,False,Deep Exploration via Bootstrapped DQN,2016,namethisgame
Duel hs,11185.1,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,namethisgame
Advantage Learning,11025.26,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,namethisgame
DDQN (tuned) noop,10616.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,namethisgame
Prior hs,10497.6,False,Prioritized Experience Replay,2015,namethisgame
A3C FF hs,10476.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,namethisgame
Persistent AL,10431.33,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,namethisgame
Gorila,9238.5,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,namethisgame
DDQN (tuned) hs,8960.3,False,Deep Reinforcement Learning with Double Q-learning,2015,namethisgame
DQN noop,8207.8,False,Deep Reinforcement Learning with Double Q-learning,2015,namethisgame
Nature DQN,7257.0,False,,,namethisgame
DQN hs,6738.8,False,Deep Reinforcement Learning with Double Q-learning,2015,namethisgame
POP3D,6065.63,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,namethisgame
A3C FF (1 day) hs,5614.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,namethisgame
ES FF (1 hour) noop,4503.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,namethisgame
CGP,3696,False,Evolving simple programs for playing Atari games,2018,namethisgame
Best Learner,2500.1,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,namethisgame
SARSA,2247.0,False,,,namethisgame
IDVQ + DRSC + XNES,920,False,Playing Atari with Six Neurons,2018,namethisgame
Agent57,565909.85,False,Agent57: Outperforming the Atari Human Benchmark,2020,crazyclimber
MuZero,458315.40,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,crazyclimber
R2D2,366690.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,crazyclimber
Ape-X,320426,False,Distributed Prioritized Experience Replay,2018,crazyclimber
GDI-H3(200M frames),241170,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,crazyclimber
Reactor 500M,236422.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,crazyclimber
FQF,223470.6,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,crazyclimber
GDI-I3,201000,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,crazyclimber
C51 noop,179877.0,False,A Distributional Perspective on Reinforcement Learning,2017,crazyclimber
IQN,179082,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,crazyclimber
NoisyNet-Dueling,171171,False,Noisy Networks for Exploration,2017,crazyclimber
Prior+Duel noop,162224.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,crazyclimber
DreamerV2,161839,False,Mastering Atari with Discrete World Models,2020,crazyclimber
QR-DQN-1,161196,False,Distributional Reinforcement Learning with Quantile Regression,2017,crazyclimber
MuZero (Res2 Adam),158541.58,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,crazyclimber
Duel noop,143570.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,crazyclimber
Prior noop,141161.0,False,Prioritized Experience Replay,2015,crazyclimber
A3C LSTM hs,138518.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,crazyclimber
Bootstrapped DQN,137925.9,False,Deep Exploration via Bootstrapped DQN,2016,crazyclimber
IMPALA (deep),136950.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,crazyclimber
A2C + SIL,130185.8,False,Self-Imitation Learning,2018,crazyclimber
Persistent AL,130002.71,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,crazyclimber
Prior+Duel hs,127853.0,False,Deep Reinforcement Learning with Double Q-learning,2015,crazyclimber
Prior hs,127512.0,False,Prioritized Experience Replay,2015,crazyclimber
Duel hs,124566.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,crazyclimber
Advantage Learning,123410.71,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,crazyclimber
POP3D,120247.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,crazyclimber
DDQN+Pop-Art noop,119679.0,False,Learning values across many orders of magnitude,2016,crazyclimber
DDQN (tuned) noop,117282.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,crazyclimber
Nature DQN,114103.0,False,,,crazyclimber
DDQN (tuned) hs,113782.0,False,Deep Reinforcement Learning with Double Q-learning,2015,crazyclimber
A3C FF hs,112646.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,crazyclimber
DQN noop,110763.0,False,Deep Reinforcement Learning with Double Q-learning,2015,crazyclimber
A3C FF (1 day) hs,101624.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,crazyclimber
UCT,98172.2,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,crazyclimber
DQN hs,98128.0,False,Deep Reinforcement Learning with Double Q-learning,2015,crazyclimber
Gorila,65451.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,crazyclimber
Discrete Latent Space World Model (VQ-VAE),59609.4,False,Smaller World Models for Reinforcement Learning,2020,crazyclimber
VPN,54119,False,Value Prediction Network,2017,crazyclimber
Rainbow+SEER,28066,False,Improving Computational Efficiency in Visual Reinforcement Learning via Stored Embeddings,2021,crazyclimber
CURL,27805.6,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,crazyclimber
ES FF (1 hour) noop,26430.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,crazyclimber
