,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
1504,A3C LSTM hs,5911.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,krull,PapersWithCode,1598.05,2665.5,404.07981638484233,2.607540604449785,True,True,True
1505,A3C FF hs,5560.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,krull,PapersWithCode,1598.05,2665.5,371.16024169750335,2.5707299750987036,True,True,True
1507,Nature DQN,3805.0,False,,,krull,PapersWithCode,1598.05,2665.5,206.74973066654172,2.3175404694231254,True,True,True
1511,MuZero,1159049.27,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,centipede,PapersWithCode,2090.87,12017.0,11655.684541709606,4.066575043562693,True,True,True
1512,MuZero (Res2 Adam),874301.64,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,centipede,PapersWithCode,2090.87,12017.0,8787.017397515445,3.943890908016051,True,True,True
1513,R2D2,599140.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,centipede,PapersWithCode,2090.87,12017.0,6014.926562517316,3.7793025261061657,True,True,True
1514,Agent57,412847.86,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,centipede,PapersWithCode,2090.87,12017.0,4138.138327827663,3.616909940536638,True,True,True
1515,GDI-H3(200M frames),195630.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,centipede,PapersWithCode,2090.87,12017.0,1949.7944314652334,3.2902115072294666,True,True,True
1516,GDI-I3,155830.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,centipede,PapersWithCode,2090.87,12017.0,1548.8325258685911,3.1902847710601354,True,True,True
1518,DDQN+Pop-Art noop,49065.8,False,Learning values across many orders of magnitude,2016.0,centipede,PapersWithCode,2090.87,12017.0,473.24516201178096,2.6760029091499375,True,True,True
1519,CGP,24708.0,False,Evolving simple programs for playing Atari games,2018.0,centipede,PapersWithCode,2090.87,12017.0,227.85446090268815,2.3595593822496195,True,True,True
1520,Ape-X,12974.0,False,Distributed Prioritized Experience Replay,2018.0,centipede,PapersWithCode,2090.87,12017.0,109.6412196898489,2.0439169547156006,True,True,True
1521,DreamerV2,11883.0,False,Mastering Atari with Discrete World Models,2020.0,centipede,PapersWithCode,2090.87,12017.0,98.65002775502639,1.9984774239984042,True,True,True
1522,IQN,11561.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,centipede,PapersWithCode,2090.87,12017.0,95.40606459919425,1.9841043548480652,True,True,True
1523,IMPALA (deep),11049.75,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,centipede,PapersWithCode,2090.87,12017.0,90.25551750783035,1.9602591323149525,True,True,True
1525,Nature DQN,8309.0,False,,,centipede,PapersWithCode,2090.87,12017.0,62.64405160923743,1.8037578192386114,True,True,True
1526,ES FF (1 hour) noop,7783.9,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,centipede,PapersWithCode,2090.87,12017.0,57.35397380449379,1.7660704360900512,True,True,True
1527,Prior+Duel noop,7687.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,56.38279974169187,1.758781733918772,True,True,True
1528,NoisyNet-Dueling,7596.0,False,Noisy Networks for Exploration,2017.0,centipede,PapersWithCode,2090.87,12017.0,55.46099033560914,1.7517484914785992,True,True,True
1529,A2C + SIL,7559.5,False,Self-Imitation Learning,2018.0,centipede,PapersWithCode,2090.87,12017.0,55.09327401514991,1.7489107893626383,True,True,True
1530,Gorila,6296.9,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,42.37331165318205,1.6372225828080964,True,True,True
1531,Prior+Duel hs,5570.2,False,Deep Reinforcement Learning with Double Q-learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,35.052230829134814,1.5569321430307046,True,True,True
1532,Duel hs,4881.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,28.10894074528542,1.4640264020431586,True,True,True
1534,Prior noop,4463.2,False,Prioritized Experience Replay,2015.0,centipede,PapersWithCode,2090.87,12017.0,23.899848178494537,1.3961966990859744,True,True,True
1535,DQN hs,3973.9,False,Deep Reinforcement Learning with Double Q-learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,18.970434600393105,1.3003875161725953,True,True,True
1536,DDQN (tuned) hs,3853.5,False,Deep Reinforcement Learning with Double Q-learning,2015.0,centipede,PapersWithCode,2090.87,12017.0,17.757474463864565,1.2731743638808186,True,True,True
1537,A3C FF hs,3755.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,centipede,PapersWithCode,2090.87,12017.0,16.773203655402458,1.2497657173078722,True,True,True
1538,Prior hs,3489.1,False,Prioritized Experience Replay,2015.0,centipede,PapersWithCode,2090.87,12017.0,14.086355911115408,1.178584349197914,True,True,True
1540,POP3D,3315.44,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,centipede,PapersWithCode,2090.87,12017.0,12.336832179308553,1.1250526863704837,True,True,True
1541,A3C FF (1 day) hs,3306.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,centipede,PapersWithCode,2090.87,12017.0,12.246766866845388,1.1221098931235947,True,True,True
1542,A3C LSTM hs,1997.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,centipede,PapersWithCode,2090.87,12017.0,-0.9456857808632355,0.0,True,True,True
1543,MuZero,631378.53,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,frostbite,PapersWithCode,65.2,4334.7,14786.586953975877,4.169897311382115,True,True,True
1544,Agent57,541280.88,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,frostbite,PapersWithCode,65.2,4334.7,12676.324628176602,4.103027611446929,True,True,True
1545,MuZero (Res2 Adam),374769.76,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,frostbite,PapersWithCode,65.2,4334.7,8776.310106569856,3.9433614424596954,True,True,True
1546,R2D2,315456.4,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,frostbite,PapersWithCode,65.2,4334.7,7387.075769996487,3.868531340791299,True,True,True
1548,DreamerV2,11384.0,False,Mastering Atari with Discrete World Models,2020.0,frostbite,PapersWithCode,65.2,4334.7,265.1083265019323,2.4250584637932815,True,True,True
1549,GDI-H3(200M frames),11330.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,frostbite,PapersWithCode,65.2,4334.7,263.8435413982902,2.4229893864870804,True,True,True
1550,GDI-I3,10485.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,frostbite,PapersWithCode,65.2,4334.7,244.0519967209275,2.389258245560535,True,True,True
1551,Ape-X,9328.6,False,Distributed Prioritized Experience Replay,2018.0,frostbite,PapersWithCode,65.2,4334.7,216.9668579458953,2.338390463763198,True,True,True
1552,Prior+Duel noop,7413.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,172.09977749150954,2.2382965096184804,True,True,True
1553,A2C + SIL,6289.8,False,Self-Imitation Learning,2018.0,frostbite,PapersWithCode,65.2,4334.7,145.79224733575361,2.166703119420575,True,True,True
1555,Prior noop,4380.1,False,Prioritized Experience Replay,2015.0,frostbite,PapersWithCode,65.2,4334.7,101.06335636491394,2.0088698460537633,True,True,True
1556,IQN,4324.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,frostbite,PapersWithCode,65.2,4334.7,99.74938517390795,2.0032424045263597,True,True,True
1557,Prior+Duel hs,4038.4,False,Deep Reinforcement Learning with Double Q-learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,93.060077292423,1.9734053312850235,True,True,True
1559,Prior hs,3510.0,False,Prioritized Experience Replay,2015.0,frostbite,PapersWithCode,65.2,4334.7,80.68392083382129,1.9121365757441968,True,True,True
1560,DDQN+Pop-Art noop,3469.6,False,Learning values across many orders of magnitude,2016.0,frostbite,PapersWithCode,65.2,4334.7,79.73767420072608,1.907076234592017,True,True,True
1561,NoisyNet-Dueling,2923.0,False,Noisy Networks for Exploration,2017.0,frostbite,PapersWithCode,65.2,4334.7,66.93523831830426,1.8320951032558672,True,True,True
1564,Duel hs,2332.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,53.102236795877744,1.7332152208926188,True,True,True
1565,DDQN (tuned) hs,1448.1,False,Deep Reinforcement Learning with Double Q-learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,32.39020962641995,1.5236191455985957,True,True,True
1568,CGP,782.0,False,Evolving simple programs for playing Atari games,2018.0,frostbite,PapersWithCode,65.2,4334.7,16.788851153530857,1.2501479012152883,True,True,True
1570,DQN hs,496.1,False,Deep Reinforcement Learning with Double Q-learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,10.092516688136785,1.0450300907634194,True,True,True
1571,Gorila,426.6,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,frostbite,PapersWithCode,65.2,4334.7,8.464691415856658,0.976106458915204,True,True,True
1572,ES FF (1 hour) noop,370.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,frostbite,PapersWithCode,65.2,4334.7,7.1390092516688135,0.910571542147118,True,True,True
1573,Nature DQN,328.3,False,,,frostbite,PapersWithCode,65.2,4334.7,6.162314088300739,0.8550533621694445,True,True,True
1574,IMPALA (deep),317.75,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,frostbite,PapersWithCode,65.2,4334.7,5.915212554163251,0.839805533640051,True,True,True
1575,POP3D,316.87,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,frostbite,PapersWithCode,65.2,4334.7,5.894601241363158,0.8385091532263708,True,True,True
1578,A3C LSTM hs,197.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,frostbite,PapersWithCode,65.2,4334.7,3.10106569855955,0.6128967266864939,True,True,True
1579,A3C FF hs,190.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,frostbite,PapersWithCode,65.2,4334.7,2.9347698793769763,0.5949193382099149,True,True,True
1581,A3C FF (1 day) hs,180.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,frostbite,PapersWithCode,65.2,4334.7,2.6911816371940507,0.5671654166641409,True,True,True
1583,MuZero,476763.9,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,timepilot,PapersWithCode,3568.0,5229.2,28485.1854081387,4.454634296655668,True,True,True
1584,GDI-H3(200M frames),450810.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,timepilot,PapersWithCode,3568.0,5229.2,26922.826872140624,4.4301367892567285,True,True,True
1585,R2D2,445377.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,timepilot,PapersWithCode,3568.0,5229.2,26595.79219841079,4.424829260144691,True,True,True
1586,MuZero (Res2 Adam),424011.16,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,timepilot,PapersWithCode,3568.0,5229.2,25309.60510474356,4.403302528031022,True,True,True
1587,Agent57,405425.31,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,timepilot,PapersWithCode,3568.0,5229.2,24190.784372742597,4.383667902866029,True,True,True
1588,GDI-I3,216770.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,timepilot,PapersWithCode,3568.0,5229.2,12834.216229231883,4.108403189436852,True,True,True
1589,Ape-X,87085.0,False,Distributed Prioritized Experience Replay,2018.0,timepilot,PapersWithCode,3568.0,5229.2,5027.510233566098,3.7014393383018307,True,True,True
1590,IMPALA (deep),48481.5,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,timepilot,PapersWithCode,3568.0,5229.2,2703.6780640500847,3.4321155787485824,True,True,True
1591,DreamerV2,37945.0,False,Mastering Atari with Discrete World Models,2020.0,timepilot,PapersWithCode,3568.0,5229.2,2069.4076571153387,3.316055865169436,True,True,True
1592,A3C LSTM hs,27202.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,timepilot,PapersWithCode,3568.0,5229.2,1422.706477245365,3.153420460893243,True,True,True
1594,NoisyNet-Dueling,17301.0,False,Noisy Networks for Exploration,2017.0,timepilot,PapersWithCode,3568.0,5229.2,826.6915482783531,2.9178685205548778,True,True,True
1596,A3C FF hs,12679.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,timepilot,PapersWithCode,3568.0,5229.2,548.4589453407176,2.7399352482097856,True,True,True
1597,IQN,12236.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,timepilot,PapersWithCode,3568.0,5229.2,521.7914760414159,2.718328497924658,True,True,True
1598,CGP,12040.0,False,Evolving simple programs for playing Atari games,2018.0,timepilot,PapersWithCode,3568.0,5229.2,509.99277630628467,2.7084147607364857,True,True,True
1599,A2C + SIL,10811.7,False,Self-Imitation Learning,2018.0,timepilot,PapersWithCode,3568.0,5229.2,436.0522513845414,2.6405333617563125,True,True,True
1600,Prior noop,9197.0,False,Prioritized Experience Replay,2015.0,timepilot,PapersWithCode,3568.0,5229.2,338.85143269925356,2.531289105101501,True,True,True
1601,Gorila,8267.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,282.915964363111,2.4531898132369436,True,True,True
1602,Prior+Duel noop,7553.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,239.88682879845896,2.3818130543091347,True,True,True
1603,DDQN (tuned) hs,6608.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,183.00024078979052,2.2648183913443676,True,True,True
1604,Duel hs,6601.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,182.57885865639298,2.2638226654407516,True,True,True
1605,Prior hs,5963.0,False,Prioritized Experience Replay,2015.0,timepilot,PapersWithCode,3568.0,5229.2,144.17288706958826,2.1618855137775412,True,True,True
1606,Nature DQN,5947.0,False,,,timepilot,PapersWithCode,3568.0,5229.2,143.20972790753675,2.158994557429636,True,True,True
1607,A3C FF (1 day) hs,5825.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,timepilot,PapersWithCode,3568.0,5229.2,135.86563929689382,2.1362944303341664,True,True,True
1608,ES FF (1 hour) noop,4970.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,timepilot,PapersWithCode,3568.0,5229.2,84.39682157476524,1.9314417067753207,True,True,True
1609,Prior+Duel hs,4871.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,78.4372742595714,1.9000243337459288,True,True,True
1610,DDQN+Pop-Art noop,4870.0,False,Learning values across many orders of magnitude,2016.0,timepilot,PapersWithCode,3568.0,5229.2,78.37707681194318,1.8996951012753713,True,True,True
1611,DQN hs,4786.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,timepilot,PapersWithCode,3568.0,5229.2,73.32049121117265,1.8711085714053477,True,True,True
1613,POP3D,3770.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,timepilot,PapersWithCode,3568.0,5229.2,12.179749578617864,1.1199071585389,True,True,True
1618,IQN,-9289.0,True,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,skiing,PapersWithCode,-17098.09,-4336.9,61.19405792093057,1.793748893767603,True,True,True
1619,MuZero,-29968.36,True,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,skiing,PapersWithCode,-17098.09,-4336.9,-100.8547792172987,0.0,True,True,True
1620,R2D2,-30021.7,True,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,skiing,PapersWithCode,-17098.09,-4336.9,-101.27276531420658,0.0,True,True,True
1621,IMPALA (deep),-10180.38,True,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,skiing,PapersWithCode,-17098.09,-4336.9,54.20897267417851,1.7420096658851765,True,True,True
1623,NoisyNet-Dueling,-7550.0,True,Noisy Networks for Exploration,2017.0,skiing,PapersWithCode,-17098.09,-4336.9,74.8213136862628,1.879791304777205,True,True,True
1624,CGP,-9011.0,True,Evolving simple programs for playing Atari games,2018.0,skiing,PapersWithCode,-17098.09,-4336.9,63.372538141035434,1.8087006332382503,True,True,True
